,state,Year,Uninsured: %
1137,AR,2006,25.8
1138,AR,2014,11.8
1139,AR,2013,18.4
1140,AR,2012,18.9
1141,AR,2011,19.1
1142,AR,2010,20.8
1143,AR,2009,20.5
1144,AR,2008,21.8
1145,AR,2007,21.4
1146,AR,2006,23.5
1147,AR,2014,13.5
1148,AR,2013,18.8
1149,AR,2012,19.0
1150,AR,2011,18.6
1151,AR,2010,18.9
1152,AR,2009,18.3
1153,AR,2008,19.3
1154,AR,2007,17.4
1155,AR,2006,18.2
1156,AR,2014,13.4
1157,AR,2013,18.8
1158,AR,2012,18.8
1159,AR,2011,19.5
1160,AR,2010,20.2
1161,AR,2009,19.3
1162,AR,2008,19.9
1163,AR,2007,18.3
1164,AR,2006,18.5
1165,AR,2014,13.3
1166,AR,2013,18.8
1167,AR,2012,19.6
1168,AR,2011,19.4
1169,AR,2010,20.7
1170,AR,2009,19.9
1171,AR,2008,19.3
1172,AR,2007,21.3
1173,AR,2006,20.9
1174,AR,2014,15.0
1175,AR,2013,20.6
1176,AR,2012,21.4
1177,AR,2011,20.5
1178,AR,2010,23.1
1179,AR,2009,19.7
1180,AR,2008,20.1
1181,AR,2007,18.9
1182,AR,2006,18.4
1183,AR,2014,11.9
1184,AR,2013,16.3
1185,AR,2012,17.7
1186,AR,2011,18.3
1187,AR,2010,18.6
1188,AR,2009,19.6
1189,AR,2008,18.9
1190,AR,2007,16.7
1191,AR,2006,15.5
1192,AR,2014,12.4
1193,AR,2013,17.2
1194,AR,2012,18.7
1195,AR,2011,20.4
1196,AR,2010,20.2
1197,AR,2009,20.5
1198,AR,2008,22.2
1199,AR,2007,21.8
1200,AR,2006,20.3
1201,AR,2014,13.5
1202,AR,2013,18.6
1203,AR,2012,19.6
1204,AR,2011,20.3
1205,AR,2010,19.8
1206,AR,2009,20.2
1207,AR,2008,22.5
1208,AR,2007,18.2
1209,AR,2006,18.1
1210,AR,2014,13.0
1211,AR,2013,18.6
1212,AR,2012,19.7
1213,AR,2011,20.3
1214,AR,2010,22.0
1215,AR,2009,21.9
1216,AR,2008,22.1
1217,AR,2007,18.6
1218,AR,2006,19.0
1219,AR,2014,12.5
1220,AR,2013,17.7
1221,AR,2012,19.4
1222,AR,2011,19.8
1223,AR,2010,19.4
1224,AR,2009,21.1
1225,AR,2008,21.0
1226,AR,2007,19.8
1227,AR,2006,20.0
1228,AR,2014,12.5
1229,AR,2013,15.8
1230,AR,2012,16.7
1231,AR,2011,17.2
1232,AR,2010,17.9
1233,AR,2009,16.3
1234,AR,2008,16.7
1235,AR,2007,20.6
1236,AR,2006,21.4
1237,AR,2014,13.5
1238,AR,2013,19.0
1239,AR,2012,20.0
1240,AR,2011,19.7
1241,AR,2010,20.6
1242,AR,2009,20.8
1243,AR,2008,20.7
1244,AR,2007,18.7
1245,AR,2006,18.5
1246,AR,2014,14.7
1247,AR,2013,22.0
1248,AR,2012,21.9
1249,AR,2011,22.6
1250,AR,2010,24.3
1251,AR,2009,21.9
1252,AR,2008,21.6
1253,AR,2007,19.5
1254,AR,2006,25.4
1255,AR,2014,15.2
1256,AR,2013,21.3
1257,AR,2012,21.4
1258,AR,2011,23.0
1259,AR,2010,23.2
1260,AR,2009,21.3
1261,AR,2008,22.7
1262,AR,2007,21.8
1263,AR,2006,21.6
1264,AR,2014,11.1
1265,AR,2013,16.4
1266,AR,2012,16.7
1267,AR,2011,16.6
1268,AR,2010,17.6
1269,AR,2009,17.7
1270,AR,2008,19.1
1271,AR,2007,21.3
1272,AR,2006,21.7
1273,AR,2014,11.2
1274,AR,2013,17.7
1275,AR,2012,18.2
1276,AR,2011,18.3
1277,AR,2010,19.6
1278,AR,2009,18.9
1279,AR,2008,18.7
1280,AR,2007,17.5
1281,AR,2006,17.5
1282,AR,2014,16.2
1283,AR,2013,22.2
1284,AR,2012,23.1
1285,AR,2011,23.7
1286,AR,2010,24.1
1287,AR,2009,23.0
1288,AR,2008,23.3
1289,AR,2007,22.5
1290,AR,2006,24.6
1291,AR,2014,12.9
1292,AR,2013,17.7
1293,AR,2012,17.6
1294,AR,2011,19.4
1295,AR,2010,19.7
1296,AR,2009,19.1
1297,AR,2008,20.1
1298,AR,2007,18.0
1299,AR,2006,19.6
1300,AR,2014,17.7
1301,AR,2013,23.9
1302,AR,2012,23.4
1303,AR,2011,24.3
1304,AR,2010,26.1
1305,AR,2009,23.0
1306,AR,2008,20.9
1307,AR,2007,21.6
1308,AR,2006,22.8
1309,AR,2014,13.4
1310,AR,2013,21.0
1311,AR,2012,20.8
1312,AR,2011,20.9
1313,AR,2010,20.2
1314,AR,2009,19.2
1315,AR,2008,18.2
1316,AR,2007,17.0
1317,AR,2006,18.0
1318,AR,2014,16.6
1319,AR,2013,21.6
1320,AR,2012,23.3
1321,AR,2011,22.5
1322,AR,2010,23.2
1323,AR,2009,22.9
1324,AR,2008,22.0
1325,AR,2007,22.1
1326,AR,2006,23.7
1327,AR,2014,13.9
1328,AR,2013,19.3
1329,AR,2012,19.8
1330,AR,2011,20.5
1331,AR,2010,22.6
1332,AR,2009,20.2
1333,AR,2008,20.5
1334,AR,2007,16.2
1335,AR,2006,16.5
1336,AR,2014,11.2
1337,AR,2013,15.5
1338,AR,2012,16.5
1339,AR,2011,16.9
1340,AR,2010,17.5
1341,AR,2009,18.7
1342,AR,2008,19.5
1343,AR,2007,16.8
1344,AR,2006,15.4
1345,AR,2014,16.6
1346,AR,2013,22.3
1347,AR,2012,23.6
1348,AR,2011,23.0
1349,AR,2010,24.4
1350,AR,2009,21.1
1351,AR,2008,21.5
1352,AR,2007,21.0
1353,AR,2006,24.3
1354,AR,2014,16.2
1355,AR,2013,22.9
1356,AR,2012,21.8
1357,AR,2011,21.7
1358,AR,2010,23.2
1359,AR,2009,24.0
1360,AR,2008,22.8
1361,AR,2007,20.6
1362,AR,2006,23.8
1363,AR,2014,12.5
1364,AR,2013,18.9
1365,AR,2012,21.0
1366,AR,2011,21.1
1367,AR,2010,21.2
1368,AR,2009,20.6
1369,AR,2008,21.5
1370,AR,2007,15.4
1371,AR,2006,17.1
1372,AR,2014,13.5
1373,AR,2013,19.1
1374,AR,2012,20.0
1375,AR,2011,19.9
1376,AR,2010,20.5
1377,AR,2009,22.5
1378,AR,2008,22.7
1379,AR,2007,14.7
1380,AR,2006,15.4
1381,AR,2014,14.6
1382,AR,2013,19.4
1383,AR,2012,20.3
1384,AR,2011,20.3
1385,AR,2010,20.6
1386,AR,2009,21.2
1387,AR,2008,23.1
1388,AR,2007,21.0
1389,AR,2006,20.6
1390,AR,2014,13.2
1391,AR,2013,18.6
1392,AR,2012,18.6
1393,AR,2011,18.4
1394,AR,2010,19.8
1395,AR,2009,18.3
1396,AR,2008,19.4
1397,AR,2007,18.1
1398,AR,2006,19.1
1399,AR,2014,14.1
1400,AR,2013,18.8
1401,AR,2012,19.8
1402,AR,2011,20.3
1403,AR,2010,19.9
1404,AR,2009,19.6
1405,AR,2008,20.2
1406,AR,2007,16.6
1407,AR,2006,18.6
1408,AR,2014,10.8
1409,AR,2013,15.7
1410,AR,2012,15.9
1411,AR,2011,16.5
1412,AR,2010,17.6
1413,AR,2009,17.2
1414,AR,2008,19.5
1415,AR,2007,20.0
1416,AR,2006,19.1
1417,AR,2014,17.4
1418,AR,2013,24.6
1419,AR,2012,24.1
1420,AR,2011,23.9
1421,AR,2010,26.1
1422,AR,2009,23.6
1423,AR,2008,23.7
1424,AR,2007,24.8
1425,AR,2006,27.2
1426,AR,2014,14.5
1427,AR,2013,20.5
1428,AR,2012,22.1
1429,AR,2011,22.2
1430,AR,2010,23.8
1431,AR,2009,20.1
1432,AR,2008,20.0
1433,AR,2007,20.0
1434,AR,2006,23.8
1435,AR,2014,12.8
1436,AR,2013,17.4
1437,AR,2012,18.6
1438,AR,2011,18.7
1439,AR,2010,19.6
1440,AR,2009,20.4
1441,AR,2008,20.5
1442,AR,2007,18.6
1443,AR,2006,17.8
1444,AR,2014,11.9
1445,AR,2013,17.5
1446,AR,2012,18.8
1447,AR,2011,19.0
1448,AR,2010,17.9
1449,AR,2009,19.6
1450,AR,2008,20.0
1451,AR,2007,14.7
1452,AR,2006,13.6
1453,AR,2014,14.0
1454,AR,2013,19.2
1455,AR,2012,21.3
1456,AR,2011,20.0
1457,AR,2010,20.6
1458,AR,2009,22.3
1459,AR,2008,23.0
1460,AR,2007,17.4
1461,AR,2006,17.7
1462,AR,2014,17.2
1463,AR,2013,23.7
1464,AR,2012,23.2
1465,AR,2011,24.0
1466,AR,2010,25.8
1467,AR,2009,25.1
1468,AR,2008,26.7
1469,AR,2007,26.2
1470,AR,2006,28.3
1471,AR,2014,12.3
1472,AR,2013,18.4
1473,AR,2012,18.6
1474,AR,2011,19.3
1475,AR,2010,20.2
1476,AR,2009,20.9
1477,AR,2008,21.3
1478,AR,2007,15.6
1479,AR,2006,18.1
1480,AR,2014,15.9
1481,AR,2013,22.7
1482,AR,2012,24.1
1483,AR,2011,23.7
1484,AR,2010,26.0
1485,AR,2009,23.9
1486,AR,2008,26.2
1487,AR,2007,22.5
1488,AR,2006,24.9
1489,AR,2014,11.3
1490,AR,2013,16.3
1491,AR,2012,16.4
1492,AR,2011,17.7
1493,AR,2010,18.8
1494,AR,2009,17.7
1495,AR,2008,19.3
1496,AR,2007,16.9
1497,AR,2006,15.9
1498,AR,2014,13.5
1499,AR,2013,19.3
1500,AR,2012,20.6
1501,AR,2011,19.0
1502,AR,2010,19.9
1503,AR,2009,20.3
1504,AR,2008,22.9
1505,AR,2007,23.2
1506,AR,2006,21.8
1507,AR,2014,12.6
1508,AR,2013,18.0
1509,AR,2012,17.9
1510,AR,2011,18.3
1511,AR,2010,17.0
1512,AR,2009,19.2
1513,AR,2008,19.5
1514,AR,2007,14.4
1515,AR,2006,12.4
1516,AR,2014,19.5
1517,AR,2013,26.4
1518,AR,2012,25.2
1519,AR,2011,24.3
1520,AR,2010,25.3
1521,AR,2009,24.7
1522,AR,2008,25.4
1523,AR,2007,26.8
1524,AR,2006,28.3
1525,AR,2014,14.1
1526,AR,2013,18.3
1527,AR,2012,20.3
1528,AR,2011,20.3
1529,AR,2010,20.2
1530,AR,2009,21.6
1531,AR,2008,21.6
1532,AR,2007,15.8
1533,AR,2006,17.4
1534,AR,2014,16.2
1535,AR,2013,23.9
1536,AR,2012,23.9
1537,AR,2011,24.6
1538,AR,2010,25.7
1539,AR,2009,22.6
1540,AR,2008,23.7
1541,AR,2007,22.8
1542,AR,2006,24.0
1543,AR,2014,14.8
1544,AR,2013,19.9
1545,AR,2012,20.8
1546,AR,2011,21.1
1547,AR,2010,20.1
1548,AR,2009,20.5
1549,AR,2008,19.8
1550,AR,2007,19.3
1551,AR,2006,18.9
1552,AR,2014,14.7
1553,AR,2013,21.2
1554,AR,2012,21.7
1555,AR,2011,21.8
1556,AR,2010,22.6
1557,AR,2009,22.0
1558,AR,2008,22.8
1559,AR,2007,22.5
1560,AR,2006,24.9
1561,AR,2014,12.6
1562,AR,2013,17.1
1563,AR,2012,16.8
1564,AR,2011,18.3
1565,AR,2010,18.3
1566,AR,2009,16.1
1567,AR,2008,15.7
1568,AR,2007,17.1
1569,AR,2006,16.7
1570,AR,2014,13.6
1571,AR,2013,20.6
1572,AR,2012,21.3
1573,AR,2011,20.5
1574,AR,2010,22.1
1575,AR,2009,21.7
1576,AR,2008,20.6
1577,AR,2007,17.3
1578,AR,2006,20.2
1579,AR,2014,12.3
1580,AR,2013,18.0
1581,AR,2012,18.5
1582,AR,2011,19.2
1583,AR,2010,18.7
1584,AR,2009,19.8
1585,AR,2008,20.6
1586,AR,2007,17.8
1587,AR,2006,17.0
1588,AR,2014,10.6
1589,AR,2013,15.2
1590,AR,2012,15.1
1591,AR,2011,16.1
1592,AR,2010,16.4
1593,AR,2009,15.5
1594,AR,2008,18.0
1595,AR,2007,17.2
1596,AR,2006,16.8
1597,AR,2014,17.7
1598,AR,2013,23.8
1599,AR,2012,23.7
1600,AR,2011,24.4
1601,AR,2010,25.8
1602,AR,2009,24.1
1603,AR,2008,22.7
1604,AR,2007,20.1
1605,AR,2006,23.2
1606,AR,2014,18.5
1607,AR,2013,25.0
1608,AR,2012,25.6
1609,AR,2011,25.0
1610,AR,2010,28.3
1611,AR,2009,23.8
1612,AR,2008,21.1
1613,AR,2007,17.8
1614,AR,2006,24.9
1615,AR,2014,15.8
1616,AR,2013,21.1
1617,AR,2012,22.2
1618,AR,2011,23.1
1619,AR,2010,23.8
1620,AR,2009,21.9
1621,AR,2008,20.9
1622,AR,2007,20.2
1623,AR,2006,20.1
1624,AR,2014,21.4
1625,AR,2013,29.6
1626,AR,2012,29.3
1627,AR,2011,31.0
1628,AR,2010,31.6
1629,AR,2009,27.5
1630,AR,2008,24.9
1631,AR,2007,27.6
1632,AR,2006,29.6
1633,AR,2014,16.0
1634,AR,2013,23.2
1635,AR,2012,23.8
1636,AR,2011,22.4
1637,AR,2010,22.3
1638,AR,2009,22.7
1639,AR,2008,21.3
1640,AR,2007,20.1
1641,AR,2006,22.2
1642,AR,2014,17.0
1643,AR,2013,23.8
1644,AR,2012,23.5
1645,AR,2011,24.1
1646,AR,2010,25.4
1647,AR,2009,24.6
1648,AR,2008,23.0
1649,AR,2007,24.3
1650,AR,2006,27.5
1651,AR,2014,14.0
1652,AR,2013,17.8
1653,AR,2012,18.3
1654,AR,2011,18.6
1655,AR,2010,18.3
1656,AR,2009,18.2
1657,AR,2008,18.0
1658,AR,2007,17.5
1659,AR,2006,16.6
1660,AR,2014,15.7
1661,AR,2013,21.5
1662,AR,2012,21.8
1663,AR,2011,22.0
1664,AR,2010,22.0
1665,AR,2009,21.1
1666,AR,2008,23.3
1667,AR,2007,23.7
1668,AR,2006,25.0
1669,AR,2014,16.9
1670,AR,2013,20.8
1671,AR,2012,20.8
1672,AR,2011,23.3
1673,AR,2010,23.3
1674,AR,2009,21.0
1675,AR,2008,21.5
1676,AR,2007,25.8
1677,AR,2006,26.4
1678,AR,2014,13.5
1679,AR,2013,18.0
1680,AR,2012,19.9
1681,AR,2011,20.0
1682,AR,2010,19.9
1683,AR,2009,20.3
1684,AR,2008,21.0
1685,AR,2007,19.7
1686,AR,2006,20.0
1687,AR,2014,14.6
1688,AR,2013,19.2
1689,AR,2012,21.1
1690,AR,2011,20.7
1691,AR,2010,22.2
1692,AR,2009,22.4
1693,AR,2008,24.2
1694,AR,2007,20.6
1695,AR,2006,20.4
1696,AR,2014,19.0
1697,AR,2013,24.7
1698,AR,2012,26.6
1699,AR,2011,27.1
1700,AR,2010,28.0
1701,AR,2009,25.3
1702,AR,2008,25.5
1703,AR,2007,26.2
1704,AR,2006,28.3
1705,CA,2014,14.1
1706,CA,2013,19.4
1707,CA,2012,20.0
1708,CA,2011,20.2
1709,CA,2010,20.7
1710,CA,2009,20.1
1711,CA,2008,19.2
1712,CA,2007,20.2
1713,CA,2006,21.3
1714,CA,2014,9.6
1715,CA,2013,14.4
1716,CA,2012,14.7
1717,CA,2011,14.8
1718,CA,2010,15.1
1719,CA,2009,14.7
1720,CA,2008,13.2
1721,CA,2007,14.4
1722,CA,2006,16.2
1723,CA,2014,15.1
1724,CA,2013,17.7
1725,CA,2012,18.6
1726,CA,2011,17.6
1727,CA,2010,15.7
1728,CA,2009,16.2
1729,CA,2008,20.0
1730,CA,2007,25.6
1731,CA,2006,25.0
1732,CA,2014,10.4
1733,CA,2013,16.0
1734,CA,2012,15.3
1735,CA,2011,15.1
1736,CA,2010,15.8
1737,CA,2009,14.9
1738,CA,2008,16.3
1739,CA,2007,16.0
1740,CA,2006,15.8
1741,CA,2014,13.1
1742,CA,2013,17.2
1743,CA,2012,19.3
1744,CA,2011,19.8
1745,CA,2010,19.0
1746,CA,2009,17.9
1747,CA,2008,18.3
1748,CA,2007,17.9
1749,CA,2006,18.4
1750,CA,2014,10.6
1751,CA,2013,16.2
1752,CA,2012,16.5
1753,CA,2011,15.5
1754,CA,2010,16.5
1755,CA,2009,15.9
1756,CA,2008,16.5
1757,CA,2007,17.7
1758,CA,2006,19.0
1759,CA,2014,16.9
1760,CA,2013,24.4
1761,CA,2012,22.8
1762,CA,2011,24.3
1763,CA,2010,24.2
1764,CA,2009,24.0
1765,CA,2008,26.1
1766,CA,2007,26.2
1767,CA,2006,24.5
1768,CA,2014,9.8
1769,CA,2013,14.0
1770,CA,2012,13.8
1771,CA,2011,13.7
1772,CA,2010,14.3
1773,CA,2009,13.6
1774,CA,2008,12.2
1775,CA,2007,15.4
1776,CA,2006,16.7
1777,CA,2014,12.7
1778,CA,2013,17.0
1779,CA,2012,17.9
1780,CA,2011,17.3
1781,CA,2010,16.2
1782,CA,2009,20.4
1783,CA,2008,19.8
1784,CA,2007,16.5
1785,CA,2006,16.1
1786,CA,2014,9.3
1787,CA,2013,13.3
1788,CA,2012,13.4
1789,CA,2011,13.3
1790,CA,2010,13.6
1791,CA,2009,13.0
1792,CA,2008,14.3
1793,CA,2007,16.8
1794,CA,2006,17.1
1795,CA,2014,15.4
1796,CA,2013,20.3
1797,CA,2012,22.3
1798,CA,2011,22.4
1799,CA,2010,21.9
1800,CA,2009,21.8
1801,CA,2008,20.7
1802,CA,2007,18.5
1803,CA,2006,19.8
1804,CA,2014,18.0
1805,CA,2013,22.6
1806,CA,2012,22.9
1807,CA,2011,23.6
1808,CA,2010,22.6
1809,CA,2009,24.1
1810,CA,2008,24.2
1811,CA,2007,23.0
1812,CA,2006,22.7
1813,CA,2014,14.9
1814,CA,2013,20.9
1815,CA,2012,20.9
1816,CA,2011,20.4
1817,CA,2010,20.2
1818,CA,2009,20.2
1819,CA,2008,20.9
1820,CA,2007,18.6
1821,CA,2006,19.3
1822,CA,2014,16.0
1823,CA,2013,21.3
1824,CA,2012,22.6
1825,CA,2011,22.8
1826,CA,2010,22.6
1827,CA,2009,23.0
1828,CA,2008,23.7
1829,CA,2007,19.0
1830,CA,2006,19.7
1831,CA,2014,13.4
1832,CA,2013,18.2
1833,CA,2012,20.2
1834,CA,2011,20.4
1835,CA,2010,19.9
1836,CA,2009,19.4
1837,CA,2008,21.2
1838,CA,2007,21.6
1839,CA,2006,21.2
1840,CA,2014,14.5
1841,CA,2013,20.4
1842,CA,2012,21.0
1843,CA,2011,21.9
1844,CA,2010,23.4
1845,CA,2009,21.3
1846,CA,2008,20.1
1847,CA,2007,17.8
1848,CA,2006,17.9
1849,CA,2014,14.3
1850,CA,2013,18.8
1851,CA,2012,19.8
1852,CA,2011,21.2
1853,CA,2010,19.6
1854,CA,2009,21.6
1855,CA,2008,21.8
1856,CA,2007,20.5
1857,CA,2006,20.1
1858,CA,2014,15.9
1859,CA,2013,20.3
1860,CA,2012,20.6
1861,CA,2011,20.3
1862,CA,2010,20.2
1863,CA,2009,20.0
1864,CA,2008,19.7
1865,CA,2007,16.2
1866,CA,2006,18.0
1867,CA,2014,9.3
1868,CA,2013,12.9
1869,CA,2012,13.4
1870,CA,2011,14.6
1871,CA,2010,14.3
1872,CA,2009,16.2
1873,CA,2008,17.0
1874,CA,2007,14.8
1875,CA,2006,15.0
1876,CA,2014,17.4
1877,CA,2013,23.7
1878,CA,2012,24.5
1879,CA,2011,24.8
1880,CA,2010,25.9
1881,CA,2009,24.9
1882,CA,2008,23.8
1883,CA,2007,23.1
1884,CA,2006,23.8
1885,CA,2014,17.4
1886,CA,2013,22.8
1887,CA,2012,24.7
1888,CA,2011,24.1
1889,CA,2010,22.8
1890,CA,2009,23.9
1891,CA,2008,24.6
1892,CA,2007,23.6
1893,CA,2006,24.7
1894,CA,2014,8.7
1895,CA,2013,12.0
1896,CA,2012,12.3
1897,CA,2011,12.0
1898,CA,2010,11.8
1899,CA,2009,11.8
1900,CA,2008,11.3
1901,CA,2007,16.0
1902,CA,2006,16.9
1903,CA,2014,12.6
1904,CA,2013,15.6
1905,CA,2012,18.7
1906,CA,2011,16.5
1907,CA,2010,16.9
1908,CA,2009,17.0
1909,CA,2008,16.8
1910,CA,2007,18.0
1911,CA,2006,19.3
1912,CA,2014,15.8
1913,CA,2013,22.1
1914,CA,2012,21.9
1915,CA,2011,23.3
1916,CA,2010,21.5
1917,CA,2009,21.9
1918,CA,2008,22.4
1919,CA,2007,21.6
1920,CA,2006,21.2
1921,CA,2014,14.9
1922,CA,2013,21.0
1923,CA,2012,20.8
1924,CA,2011,22.1
1925,CA,2010,21.7
1926,CA,2009,21.4
1927,CA,2008,21.8
1928,CA,2007,18.4
1929,CA,2006,17.2
1930,CA,2014,15.3
1931,CA,2013,23.4
1932,CA,2012,22.2
1933,CA,2011,21.1
1934,CA,2010,22.5
1935,CA,2009,22.0
1936,CA,2008,21.3
1937,CA,2007,17.2
1938,CA,2006,21.9
1939,CA,2014,16.5
1940,CA,2013,23.6
1941,CA,2012,22.8
1942,CA,2011,23.4
1943,CA,2010,23.6
1944,CA,2009,20.8
1945,CA,2008,20.9
1946,CA,2007,28.6
1947,CA,2006,28.1
1948,CA,2014,17.4
1949,CA,2013,24.4
1950,CA,2012,23.5
1951,CA,2011,23.8
1952,CA,2010,24.3
1953,CA,2009,23.6
1954,CA,2008,23.3
1955,CA,2007,25.9
1956,CA,2006,25.4
1957,CA,2014,12.5
1958,CA,2013,17.7
1959,CA,2012,18.4
1960,CA,2011,18.5
1961,CA,2010,18.7
1962,CA,2009,17.7
1963,CA,2008,16.3
1964,CA,2007,19.7
1965,CA,2006,21.9
1966,CA,2014,11.7
1967,CA,2013,17.4
1968,CA,2012,16.7
1969,CA,2011,17.4
1970,CA,2010,17.5
1971,CA,2009,15.7
1972,CA,2008,16.1
1973,CA,2007,18.5
1974,CA,2006,20.4
1975,CA,2014,13.4
1976,CA,2013,18.8
1977,CA,2012,19.3
1978,CA,2011,19.3
1979,CA,2010,19.9
1980,CA,2009,19.8
1981,CA,2008,18.5
1982,CA,2007,21.3
1983,CA,2006,22.4
1984,CA,2014,8.8
1985,CA,2013,12.8
1986,CA,2012,12.8
1987,CA,2011,12.2
1988,CA,2010,12.4
1989,CA,2009,11.8
1990,CA,2008,11.4
1991,CA,2007,14.7
1992,CA,2006,13.7
1993,CA,2014,11.9
1994,CA,2013,18.5
1995,CA,2012,19.0
1996,CA,2011,18.3
1997,CA,2010,18.9
1998,CA,2009,16.2
1999,CA,2008,16.7
2000,CA,2007,18.2
2001,CA,2006,19.6
2002,CA,2014,17.0
2003,CA,2013,21.9
2004,CA,2012,22.5
2005,CA,2011,22.3
2006,CA,2010,23.4
2007,CA,2009,22.5
2008,CA,2008,22.1
2009,CA,2007,25.9
2010,CA,2006,28.2
2011,CA,2014,11.5
2012,CA,2013,16.9
2013,CA,2012,17.5
2014,CA,2011,16.2
2015,CA,2010,16.0
2016,CA,2009,15.8
2017,CA,2008,14.2
2018,CA,2007,16.5
2019,CA,2006,16.6
2020,CA,2014,13.5
2021,CA,2013,19.3
2022,CA,2012,18.7
2023,CA,2011,19.3
2024,CA,2010,20.5
2025,CA,2009,18.8
2026,CA,2008,19.6
2027,CA,2007,18.4
2028,CA,2006,18.1
2029,CA,2014,14.7
2030,CA,2013,20.4
2031,CA,2012,21.6
2032,CA,2011,21.7
2033,CA,2010,22.5
2034,CA,2009,21.5
2035,CA,2008,20.9
2036,CA,2007,22.9
2037,CA,2006,23.8
2038,CA,2014,13.4
2039,CA,2013,17.9
2040,CA,2012,18.4
2041,CA,2011,19.0
2042,CA,2010,19.1
2043,CA,2009,18.8
2044,CA,2008,18.4
2045,CA,2007,20.0
2046,CA,2006,23.0
2047,CA,2014,9.3
2048,CA,2013,12.5
2049,CA,2012,13.4
2050,CA,2011,13.9
2051,CA,2010,14.5
2052,CA,2009,14.8
2053,CA,2008,12.7
2054,CA,2007,17.0
2055,CA,2006,19.0
2056,CA,2014,13.2
2057,CA,2013,19.2
2058,CA,2012,19.5
2059,CA,2011,19.3
2060,CA,2010,19.4
2061,CA,2009,19.2
2062,CA,2008,17.9
2063,CA,2007,17.1
2064,CA,2006,17.1
2065,CA,2014,13.6
2066,CA,2013,15.8
2067,CA,2012,16.9
2068,CA,2011,18.3
2069,CA,2010,18.2
2070,CA,2009,17.3
2071,CA,2008,17.1
2072,CA,2007,20.1
2073,CA,2006,22.2
2074,CA,2014,9.1
2075,CA,2013,12.1
2076,CA,2012,13.1
2077,CA,2011,13.3
2078,CA,2010,13.4
2079,CA,2009,13.0
2080,CA,2008,12.7
2081,CA,2007,16.1
2082,CA,2006,16.9
2083,CA,2014,15.5
2084,CA,2013,21.1
2085,CA,2012,21.1
2086,CA,2011,22.2
2087,CA,2010,21.3
2088,CA,2009,19.3
2089,CA,2008,18.9
2090,CA,2007,24.4
2091,CA,2006,26.6
2092,CA,2014,8.4
2093,CA,2013,12.6
2094,CA,2012,13.4
2095,CA,2011,13.3
2096,CA,2010,13.8
2097,CA,2009,13.8
2098,CA,2008,12.1
2099,CA,2007,15.5
2100,CA,2006,16.6
2101,CA,2014,12.9
2102,CA,2013,18.6
2103,CA,2012,18.4
2104,CA,2011,18.1
2105,CA,2010,18.3
2106,CA,2009,18.0
2107,CA,2008,16.9
2108,CA,2007,20.3
2109,CA,2006,22.5
2110,CA,2014,13.5
2111,CA,2013,18.0
2112,CA,2012,19.0
2113,CA,2011,18.1
2114,CA,2010,17.7
2115,CA,2009,17.8
2116,CA,2008,18.1
2117,CA,2007,15.7
2118,CA,2006,15.6
2119,CA,2014,15.0
2120,CA,2013,20.7
2121,CA,2012,20.7
2122,CA,2011,20.1
2123,CA,2010,18.2
2124,CA,2009,18.3
2125,CA,2008,20.2
2126,CA,2007,19.6
2127,CA,2006,23.8
2128,CA,2014,14.6
2129,CA,2013,20.3
2130,CA,2012,18.9
2131,CA,2011,20.0
2132,CA,2010,19.5
2133,CA,2009,19.0
2134,CA,2008,19.3
2135,CA,2007,17.4
2136,CA,2006,19.5
2137,CA,2014,10.3
2138,CA,2013,14.7
2139,CA,2012,15.2
2140,CA,2011,14.3
2141,CA,2010,14.3
2142,CA,2009,14.4
2143,CA,2008,13.5
2144,CA,2007,15.5
2145,CA,2006,17.4
2146,CA,2014,12.8
2147,CA,2013,17.2
2148,CA,2012,17.9
2149,CA,2011,18.0
2150,CA,2010,17.5
2151,CA,2009,16.1
2152,CA,2008,16.0
2153,CA,2007,17.8
2154,CA,2006,20.5
2155,CA,2014,12.8
2156,CA,2013,20.6
2157,CA,2012,19.6
2158,CA,2011,20.1
2159,CA,2010,19.6
2160,CA,2009,20.2
2161,CA,2008,19.4
2162,CA,2007,17.2
2163,CA,2006,17.5
2164,CA,2014,14.6
2165,CA,2013,20.9
2166,CA,2012,20.0
2167,CA,2011,21.5
2168,CA,2010,21.6
2169,CA,2009,21.5
2170,CA,2008,21.7
2171,CA,2007,20.8
2172,CA,2006,20.8
2173,CA,2014,13.3
2174,CA,2013,19.3
2175,CA,2012,20.3
2176,CA,2011,21.2
2177,CA,2010,21.5
2178,CA,2009,20.8
2179,CA,2008,20.0
2180,CA,2007,18.5
2181,CA,2006,20.5
2182,CA,2014,12.7
2183,CA,2013,20.2
2184,CA,2012,19.7
2185,CA,2011,19.8
2186,CA,2010,20.2
2187,CA,2009,19.0
2188,CA,2008,19.9
2189,CA,2007,18.9
2190,CA,2006,20.1
2191,CA,2014,16.7
2192,CA,2013,21.2
2193,CA,2012,22.9
2194,CA,2011,24.2
2195,CA,2010,23.3
2196,CA,2009,23.6
2197,CA,2008,24.1
2198,CA,2007,17.8
2199,CA,2006,18.2
2200,CA,2014,11.5
2201,CA,2013,16.0
2202,CA,2012,17.2
2203,CA,2011,15.9
2204,CA,2010,16.3
2205,CA,2009,16.3
2206,CA,2008,16.9
2207,CA,2007,16.2
2208,CA,2006,16.3
2209,CA,2014,13.1
2210,CA,2013,18.1
2211,CA,2012,18.1
